KO	DLF001	DLF002	DLF003	DLF004	DLF005	DLF006	DLF007	DLF008	DLF009
K00075	0.00141573265805805	0.0010696253912178	0.00132074671830622	0.000751047784922289	0.00112343943689596	0.00115250354209744	0.00182725258437985	0.00133662631298085	0.000746393729939266
K00076	1.96492538426837e-05	6.10645603361293e-05	6.48890628632667e-05	5.09570124417382e-05	5.79272464558467e-05	7.34930974859937e-05	2.70301612802862e-05	6.4491690069187e-05	0.000126935814526845
K00077	0.000368192195816823	0.000494024234865624	0.000374613625804729	0.000283478789935276	0.000394469692994213	0.000417073838974819	0.00037766117034501	0.000405253856177427	0.000348348398143723
K00078	3.59997892514722e-05	4.09325395096339e-05	0.000147069454277847	4.81193084155275e-05	0.000187525098434474	3.9056621726189e-05	4.37907452564568e-05	5.37049240214298e-05	5.92000483463546e-05
K00079	4.58050586418716e-06	4.69547182252397e-06	0.000156073940550319	9.25117098580202e-07	2.86002830134439e-06	7.43347509664618e-06	0	3.32458768823287e-06	1.23731271673287e-05
K00081	0	4.00059064348195e-06	0	0	0	1.39245859920421e-06	0	0	0
K00082	6.18957476835715e-06	5.9386521007002e-05	3.83940932307546e-05	4.53207624869065e-05	1.42033751465278e-05	6.88921579696184e-05	3.77142632057647e-05	1.11747454973223e-05	7.59286317994455e-05
K00086	8.55577010367845e-05	7.24561076470945e-05	4.67103626504435e-05	2.30520236932563e-05	7.59311552521432e-05	4.08576512213751e-05	0.000101056618927271	0.000116720470090764	1.24170347819492e-05
K00087	0.00011627403745504	0.000138293886157491	9.33377011818064e-05	7.60265684007199e-05	7.44012407572768e-05	0.000126006896683249	0.000165496337974983	0.000321999248613293	0.000129509916929006
K00088	0.000411895847107848	0.000481530598724094	0.000639997421566274	0.000585604006360322	0.000674528194601214	0.000595229041230455	0.000442935558273423	0.000459972910843724	0.000597022728302191
K00090	5.17741611179353e-06	1.27365272028933e-05	2.40246677847127e-06	7.20235468076078e-07	5.68591695111154e-07	2.37962532073984e-05	7.42845333233396e-06	2.43560606453318e-05	0.000109905990735352
K00091	7.14547026702043e-06	3.87275969016989e-05	0.000101396180548356	2.31304120610396e-05	5.13709482383409e-05	9.10886624973173e-05	3.55301636522421e-06	3.76582940533982e-06	4.09760861895697e-05
K00094	1.4205066674762e-05	1.46631943964763e-05	1.90946753044597e-06	1.16048251119082e-06	3.58005868719102e-05	1.89604914867001e-05	9.89916875928515e-06	4.42834760108788e-05	2.50582768278793e-06
K00096	7.69762652040204e-05	0.000126678094689961	0.000100043370968846	8.03412315315481e-05	8.14404571142329e-05	0.000110793143699616	0.000158286848253967	0.000109436762990602	6.06879267200728e-05
K00097	0.000416329140780036	0.000539325832948887	0.000331514168849974	0.000432458629292563	0.000398673533122367	0.000362621949850732	0.000375282105970981	0.000425708300441865	0.000298020437233938
K00098	1.94543349730604e-06	9.49074881474622e-06	1.13955733866424e-06	1.54312248894235e-06	8.1539627962934e-07	2.98825992080684e-05	2.60490801435222e-06	2.54178111768212e-05	0.000144292307327705
K00099	0.000377972457035094	0.000423927055149363	0.000453888080755135	0.000504216119378863	0.00043196632011303	0.000454125722043309	0.00038622171310321	0.000375263445124658	0.00033381171982213
K00100	0.00221259339200375	0.00255126584247129	0.00158587510080621	0.00161907311464881	0.00192872461115031	0.00221300549673249	0.00209004721066488	0.0025709645687001	0.00201861592568867
K00101	3.64051272588674e-06	9.19744056535133e-06	3.72681088992722e-06	3.29827255578066e-06	3.99165138175894e-06	2.17988309799387e-05	6.96413657513348e-06	1.14251838905184e-05	9.18423085523289e-05
K00102	6.58321404616324e-05	4.76329004851662e-05	3.67256511129916e-05	4.11043176857382e-05	1.40512123349352e-05	6.25444763959568e-05	2.50631817856389e-05	3.95292141144779e-06	2.32212213713625e-05
K00103	0	0	0	0	0	0	0	0	0
K00104	0.000391658563341876	0.000337608783893204	0.000294333775676063	0.000381787449329949	0.000323217857182965	0.000438866559064097	0.000357461405948989	0.000427113202486396	0.000403757715320828
K00105	6.72594405672915e-07	0	0	2.90447465895735e-07	1.3035851193479e-06	6.26151122838318e-06	8.17449696165991e-08	0	2.84516344186014e-07
K00106	0	9.29478544713169e-07	0	0	1.68832732573619e-07	1.28840829558565e-06	0	0	0
K00108	1.17521788048451e-06	3.79907724370944e-06	3.39763576087734e-07	3.0924987241961e-07	2.4488928084412e-07	9.62621281388988e-06	1.48196035942753e-06	1.023358132806e-05	3.67751106074154e-05
K00109	0	0	0	0	0	0	0	0	0
K00111	9.74575263732555e-05	0.000164112383413911	0.000138153581890123	0.000147719710883352	0.000130114179922585	0.000257979711838504	9.35679331160137e-05	0.000231308471440281	0.000394840671581848
K00112	3.69118035782514e-06	1.9504106423694e-05	6.55153268222977e-06	3.89914424493355e-05	1.07787915026042e-05	2.27076466380833e-05	4.53570117617427e-06	1.71565991440532e-05	6.98926056102892e-05
K00113	3.98760353232334e-06	2.52629767097845e-05	9.45729897598265e-06	4.26902374347248e-05	1.60157791397652e-05	3.33087671634894e-05	4.33589274141032e-06	1.70648946367023e-05	0.000102886182362858
K00116	2.88240486047383e-06	1.06386250805959e-05	7.53775172878678e-07	1.13487436318143e-06	2.55555556955696e-07	2.1305261134379e-05	6.64059941259665e-06	1.27897314434558e-05	7.88529537038775e-05
K00117	8.60345099620247e-06	1.99284157916575e-05	1.30685777795794e-06	2.03526794160626e-06	6.18501914249421e-07	3.00590300110203e-05	1.25014824630164e-05	7.93077892284454e-05	0.000209655249002506
K00118	0.000107045821840599	6.85451034152638e-05	2.99596474009436e-05	5.67273838693137e-05	2.33029584749935e-05	8.10369982152599e-05	0.000109848777562131	6.82597862312896e-05	1.96036909238172e-05
K00119	0	2.07517268672593e-07	1.01173489240375e-05	3.28098063326663e-07	0	9.17524006086711e-06	1.50991185926347e-05	1.17131201286374e-07	4.19605984109281e-06
K00120	0	4.51319425674781e-05	2.09928291196035e-06	1.57880341307631e-05	6.72566081125942e-07	1.03455265708362e-05	4.79219896204731e-06	1.60305135048234e-05	1.18175528051446e-06
K00121	8.30502525255189e-06	2.23796430960136e-05	1.32706521431108e-06	1.26440920818643e-06	4.49687322825379e-07	2.14603118501051e-05	1.36564870440619e-05	2.52582565908158e-05	0.000313616870525459
K00122	1.17779519567392e-05	6.31269163564692e-05	2.63416203504985e-05	3.81654344068415e-05	5.37054272678293e-05	2.59682420649845e-05	3.21202709927166e-05	0.000115119811766699	2.02752740228268e-05
K00123	7.8742196485388e-05	0.000160056991468771	0.000116459107659288	9.59045884959491e-05	0.000124418251256361	0.00016975923983517	6.38911475182535e-05	5.07408255174758e-05	0.000235888516642099
K00124	1.2327536038353e-05	3.77630160992959e-05	2.02113368234053e-05	3.5851186257415e-05	1.50022169799357e-05	6.00535662309165e-05	2.53769110782691e-05	4.03002547241708e-05	0.000214899677963995
K00125	0	0	3.09223170158801e-06	3.0131454795306e-07	0	0	0	0	0
K00127	1.14749701849388e-05	2.72717883895326e-05	1.26254232705375e-05	1.2688634602658e-05	1.07299528472933e-05	3.3386507095484e-05	1.80594580871902e-05	2.70465061275242e-05	0.000157942532650739
K00128	5.20912098387613e-05	7.68021556297947e-05	7.53696276015704e-05	6.07101961913804e-05	7.82413080192444e-05	0.0001139633955749	8.05704154853088e-05	8.08242530311544e-05	8.96094406941095e-05
K00129	6.85307138915687e-06	0	0	3.31162101396042e-07	0	7.33168222037103e-07	1.47571445001363e-06	5.27094435967828e-06	4.74477787428661e-07
K00130	2.42390170996486e-06	8.69589901214362e-06	1.45175857504447e-05	7.56598425996389e-06	5.3234212620569e-06	1.82300356454109e-05	1.94146386546907e-05	3.12037147117325e-05	4.97034714557004e-05
K00131	2.02587525639634e-06	2.75855933676381e-06	1.78032322923517e-06	0	2.88988647937411e-06	3.53970864688918e-06	7.22579710809834e-07	7.83799544745844e-06	1.81962441799612e-06
K00132	9.41291291954259e-06	1.01854154812679e-05	5.09397744091813e-06	2.80781458131387e-06	9.37219662673003e-06	1.02988375260956e-05	8.47169834535171e-06	6.61348040612061e-06	1.1287104538845e-05
K00133	0.000305201225893421	0.000406302450859231	0.00059691129711904	0.000553575192175041	0.000537143991423727	0.000501004827602405	0.00030150982266108	0.000334352819449797	0.000505187536129493
K00134	0.000377583108816315	0.000463096540839678	0.000767675886381882	0.00062083471508291	0.000590677302194128	0.000574068059584745	0.000352536998291471	0.000380204280293409	0.000483527853008178
K00135	1.48247438926865e-05	8.02317875820374e-06	1.00954828435323e-05	1.87828534791914e-05	1.24800555621358e-05	3.21171342076268e-05	6.52871261736375e-06	1.61054972246164e-05	1.63246878096562e-05
K00137	3.26003808761737e-06	6.37230922285987e-06	1.37812875072779e-07	2.48663795363367e-07	1.969122817806e-07	1.80034536215614e-05	4.07676605862872e-06	1.00242196877158e-05	8.18448700412142e-05
K00138	3.05684517486021e-06	6.7301585986934e-06	1.19687139280757e-06	9.0276617418014e-07	4.1830650199367e-07	1.02026967809063e-05	4.08477044114488e-06	1.19846823703386e-05	0.000105466465787173
K00140	5.12097106289555e-06	1.14161433744987e-05	9.60030696199076e-06	2.30109206964785e-06	5.00382797514482e-06	1.92161292071555e-05	1.384847923292e-06	2.6547205454047e-06	5.88291412064778e-06
K00141	0	1.62367067957217e-07	0	0	0	1.14151878341714e-06	9.37330917298285e-07	1.0953482630755e-07	0
K00143	8.43281851063581e-07	2.47291411834839e-06	6.09185474313554e-07	8.2455854241934e-07	1.70065657797414e-06	3.39441809841836e-06	0	0	1.53998486303881e-06
K00145	0.000365714070101692	0.000436974572580991	0.000547896083146217	0.000555200309495331	0.000463098289999325	0.000449739412221674	0.000370139872900158	0.000326256220261912	0.000405408589997404
K00146	7.21199377333848e-07	1.40838669732453e-06	1.3092223131914e-07	4.70719295210398e-07	0	2.18102268965982e-06	1.29759253597167e-06	1.1574018763662e-06	2.30944737130364e-07
K00147	0.000332072669664485	0.000403873668560754	0.000366791469437774	0.000465602854962346	0.000405577332795541	0.000383621672145078	0.000292174562021682	0.000363727136292144	0.000265005429394973
K00148	0	0	0	0	0	0	0	0	0
K00150	1.50487666823931e-07	0	2.3965283049369e-06	0	2.76577062447214e-06	0	0	0	9.64194277519266e-07
K00151	2.29874480537122e-06	4.2343806256045e-06	0	1.19549901617003e-07	0	1.11584044677585e-06	8.11349431363502e-07	2.1414170541926e-07	4.6843446681098e-07
K00152	0	0	0	0	0	0	0	0	0
K00153	0	0	5.91201528891274e-07	0	3.1177777948595e-07	0	0	0	2.71179640552293e-06
K00154	0	0	0	0	0	5.01052321830479e-07	0	0	0
K00155	0	0	0	0	0	0	0	0	0
K00156	0.000203355645026351	9.49193401369575e-05	1.37936890277118e-05	4.94838619685953e-05	1.82105084212002e-05	3.58788065785244e-05	0.000134400238960313	0.000189946619670992	0.000131130234315682
K00158	8.70442996974844e-08	1.17375873461654e-05	9.65451242685153e-06	1.42167167777233e-06	1.0255801433361e-05	2.31076402362157e-05	3.34176424518036e-06	0	7.58177433669861e-06
K00161	1.24684806341724e-05	1.80085015491876e-05	1.66247580765947e-05	2.0326033170667e-05	1.30087015428234e-05	3.64583599334154e-05	1.6828781448216e-05	3.30763544744716e-05	7.27059477183099e-05
K00162	1.30491718222358e-05	3.86858982564539e-05	1.77917132790817e-05	1.99020563040644e-05	1.49148750791017e-05	3.63132183130623e-05	2.47723994439786e-05	4.26684591765028e-05	5.16096784078011e-05
K00163	2.84825024359213e-06	1.0044220534499e-05	1.02958189445305e-06	8.63842129050039e-07	1.31438952824859e-06	1.69319572899651e-05	6.49416577969188e-06	1.64601369775274e-05	0.000107575630744707
K00164	2.15253988577371e-06	1.39024239276249e-05	6.50557448296984e-06	5.90210338630837e-06	4.55308580791115e-06	3.34154304881708e-05	1.24269078616142e-05	1.20051127004744e-05	0.000119024366412621
K00166	0	0	0	0	0	0	0	0	3.49556837771334e-07
K00167	0	0	0	0	2.73489280250833e-07	0	0	0	3.51681803350492e-07
K00169	1.56289620096563e-05	6.18481409923138e-05	0.000153409176401172	4.60118147632484e-05	0.000114279999599762	2.59491495977839e-05	2.26990524879923e-05	0.000132691596164564	4.74413305294836e-05
K00170	1.42599086224341e-05	5.4123705151569e-05	0.000145897256182397	4.89384734673111e-05	0.000118106303391283	2.3677371906395e-05	1.96379789348958e-05	7.46407229761859e-05	4.07090004597745e-05
K00171	1.45534888718055e-05	7.51841233156187e-05	0.000227138962830543	6.04416495593839e-05	0.00017093760798467	2.83693729539541e-05	1.89124918898123e-05	0.000229804669066813	4.0476260732963e-05
K00172	1.63478068976886e-05	4.20527706781568e-05	0.000179950140314081	5.18438297714764e-05	0.000132118031654557	2.93296290414131e-05	2.88640038806655e-05	0.000202406236405999	4.60691208707901e-05
K00174	0.000497371770235221	0.000471793982890672	0.000410613282155467	0.000548114902657202	0.000429874780964759	0.000525306701515335	0.000445162684290767	0.000474319081846236	0.000291245681024615
K00175	0.000545751441654954	0.000437580249516169	0.000453196067760394	0.000541572564212152	0.000427357401625111	0.000526262648273281	0.000559905551883394	0.000580847528258547	0.000251731150687319
K00176	0.000366356023187436	0.00034626191585202	0.000457161847243886	0.000473488859458461	0.000370228305422381	0.000530701199131084	0.000364121001274527	0.000333640732508039	0.000314707599127632
K00177	0.000287472937604239	0.000264075863701466	0.000340222587994605	0.000465393651901036	0.000291680306482568	0.000415677535243266	0.000289854261100397	0.000290350504389057	0.000162161076657262
K00179	0.000312084491751194	0.000278069765982614	0.000327445881085844	0.00022316238480783	0.00033264779500121	0.00028276123254573	0.000327221574218587	0.000260173678920927	0.000172214062983307
K00180	0.000383717750998358	0.000364657740435697	0.000363204604088406	0.000243646632005121	0.000324722392562875	0.000409003543862091	0.000384943617279408	0.000289676774693748	0.000203239381113661
K00183	9.91171678570048e-06	2.05948083125406e-05	1.40468000776062e-05	1.07475335853549e-05	6.62325727664494e-06	1.15085116914556e-05	2.78645540236309e-06	1.9052697869876e-05	0.000202386747014145
K00184	4.95777890407039e-06	3.20885574386079e-05	2.7038488118623e-05	2.02889938122311e-05	1.1268777366719e-05	2.15864789239309e-05	1.33047568107134e-05	8.14834012566377e-06	0.000306943993063062
K00185	9.43953270962261e-06	2.32843679337655e-05	1.23845546303141e-05	1.39687099150925e-05	4.74053600125026e-06	3.92090344290616e-05	7.39699399938034e-06	1.89428434705721e-05	0.000191182436587571
K00186	0	0	8.72814875460935e-07	0	0	0	0	0	0
K00187	0	0	1.01471286866492e-06	0	2.55555556955696e-07	0	0	0	0
K00188	0	1.92425103678222e-06	7.7013077246553e-07	0	7.73002759056074e-07	0	0	0	0
K00189	0	4.30583227650596e-05	1.78039432588183e-06	1.39840979696353e-05	9.35009619028295e-06	6.88946942516909e-07	0	0	0
K00192	0	0	0	0	0	0	0	0	0
K00193	0	0	0	0	0	0	0	0	0
K00194	7.30540159640353e-06	1.33996010601383e-05	1.72218988873643e-05	7.90898370476969e-06	1.87195407138954e-05	2.0854755338867e-05	7.69486651857826e-06	3.32429504603232e-07	6.04597752472664e-06
K00196	3.0738980027925e-05	1.14900636982918e-05	1.05505923922495e-05	1.26164788049388e-05	3.16240218585165e-05	1.58416791663856e-05	4.7685455506335e-06	6.64360431353055e-05	1.01399460847609e-05
K00197	7.06868102116092e-06	1.5977899490968e-05	2.07669568084752e-05	8.21296827768193e-06	1.99521532653184e-05	1.76126743985326e-05	7.99625768782183e-06	1.39913668335823e-06	8.73162019081452e-06
K00198	2.46401455149174e-05	2.56299610692758e-05	2.08282006014011e-05	1.53505080230295e-05	3.33409340919813e-05	3.69607913649928e-05	3.79287596969713e-05	5.76503248444725e-05	2.29444374962992e-05
K00200	0	0	1.03178641144682e-06	0	0	0	0	0	0
K00201	0	0	1.14093447772671e-06	0	0	0	0	0	0
K00202	1.1736837173098e-05	8.12793996185487e-06	3.06065003276725e-05	8.82587461343107e-06	3.63704494808789e-05	4.60226884300459e-05	4.04050976964521e-07	5.23576469750091e-06	2.37295527021353e-05
K00203	0	0	2.39909847967011e-06	0	0	0	0	0	0
K00204	0	0	1.51355180715769e-06	0	0	0	0	0	0
K00205	0	0	4.80956566347016e-06	0	1.640935681505e-07	6.3818243096303e-07	0	0	8.14240267568529e-06
K00207	1.7214111239551e-05	3.48116360148586e-06	4.46699922199463e-06	3.60056456705378e-06	3.3807229100886e-07	1.38216491526077e-06	0	2.48698823131293e-06	1.53739051700832e-05
K00208	0.000333875860866989	0.000262849295264938	0.000375376863207323	0.000407861499888849	0.000297324424756801	0.000238627430255866	0.000313735315769566	0.000271983611659583	0.000253951393159503
K00209	0	0	0	0	0	0	0	0	0
K00210	0.000331508186752688	0.000197343780165745	0.000202117914275484	0.000376496074353064	0.000185712173651045	0.000253876171597725	0.000284913766447845	0.00024898361771346	7.55860201317563e-05
K00214	0	1.53468207744999e-05	3.06242519264424e-05	2.10244428678534e-05	3.73644387272119e-05	7.52573746801092e-06	1.87152956753793e-07	1.40191856769845e-05	7.8212583678715e-06
K00215	0.000422420985411868	0.000444157712129164	0.000684335288686635	0.000569356128539168	0.000588409960204793	0.000586474641240081	0.000430260225180301	0.000430016328223847	0.000528111615912553
K00216	1.62637099862424e-06	7.412216852829e-06	0	9.30402285918661e-07	6.45468550128315e-06	1.23929633571484e-05	2.34292946173579e-06	8.53914082403972e-06	7.46485180704023e-05
K00217	0	0	0	0	0	0	0	0	1.21792961370855e-06
